,Sentence,Intent
727,Где продается седло,buy_equipment
728,Где продается цепь,buy_equipment
729,Где продается педаль,buy_equipment
730,Где продается детский кресло,buy_equipment
731,Где продается велосипедный шлем,buy_equipment
732,Где продается велошлем,buy_equipment
733,Где продается замок,buy_equipment
734,Где продается насос,buy_equipment
735,Где продается подножка,buy_equipment
736,Где продается пульсометр,buy_equipment
737,Где продается смазка,buy_equipment
738,Где продается очиститель цепь,buy_equipment
739,Где продается корзина,buy_equipment
740,Где продается багажник,buy_equipment
741,Где продается флягодержатель,buy_equipment
